# center_row center_col major_diameter minor_diameter angle_deg score
199.481 202.274 92.2799 90.4594 -69.4227 0.930454
88.5005 212.043 94.2334 38.3538 69.7265 0.919134
245.933 94.106 99.9716 86.4302 -89.742 0.967319
49.4305 102.542 87.0271 72.2271 -18.0833 0.877709
169.557 174.949 100.015 38.4793 -66.572 0.860571
87.3258 257.378 74.3635 36.3591 -11.8476 0.891111
105.277 73.4041 66.703 44.2601 -36.6296 0.906939
165.524 93.7633 54.0477 49.5328 19.4643 0.935887
177.551 72.7567 47.1254 42.3274 -62.9734 0.943995
71.4378 130.23 49.9132 29.3874 -50.8753 0.875592
139.669 231.041 46.2148 44.5942 -53.7354 0.916146
