# center_row center_col major_diameter minor_diameter angle_deg score
240.53 211.314 93.5783 93.2987 -47.0596 0.935058
44.3323 66.33 95.7988 78.3197 -60.0646 0.940816
105.49 51.2542 95.6731 79.586 -35.6578 0.927586
70.3298 257.341 96.355 50.3519 -44.76 0.904374
54.4717 205.12 74.1073 44.3391 -86.6097 0.908265
113.611 204.289 87.9573 44.5323 45.2817 0.876919
180.555 53.1945 68.3367 46.3081 70.3494 0.941232
171.484 76.0201 80.8519 29.7925 -78.4308 0.925533
66.5407 107.238 75.6113 55.6942 68.178 0.929556
189 158.252 70.5716 63.5656 -1.07521 0.888488
233.907 99.2551 56.199 51.5443 69.0332 0.931715
188.289 269.527 39.7128 35.5769 -67.3505 0.930277
152.288 176.394 60.1526 33.9079 24.5737 0.911662
147.522 260.22 74.1499 50.3937 -48.7959 0.853897
239.433 120.194 52.3615 34.4044 -71.3312 0.947679
184.91 219.131 49.9908 43.8297 -52.5977 0.87098
