# center_row center_col major_diameter minor_diameter angle_deg score
164.986 235.003 80.6368 62.5811 50.3747 0.974546
243 226.007 76.7679 60.7965 15.6231 0.889129
244.931 144.043 70.6687 36.7228 -16.1036 0.797856
54.0355 259.969 85.3558 53.6592 34.9485 0.814701
175.013 152.051 94.8984 76.5833 -41.0513 0.801448
124.709 58.0039 68.7145 37.1406 -42.8743 0.806603
77.7482 219.604 99.1651 46.5952 11.4965 0.858286
163.318 104.709 80.4191 54.5251 0.253808 0.814359
234.038 65.0419 80.852 56.7974 65.5519 0.867752
226.033 261.548 58.981 31.3619 51.0979 0.798843
