# center_row center_col major_diameter minor_diameter angle_deg score
30.5618 108.148 62.4528 34.3978 39.4331 0.929002
180.399 170.301 66.4631 40.4242 -31.0308 0.920843
68.8782 151.017 74.5405 35.5723 -78.8342 0.914679
43.4514 70.0736 67.5985 43.0959 8.5117 0.911403
130.361 126.286 53.5126 31.5564 -28.9428 0.927288
190.514 103.175 53.8157 33.6351 64.478 0.911677
113.674 160.457 63.6107 60.4327 37.0365 0.905584
126.341 240.243 72.0438 40.2357 42.2421 0.919924
165.683 63.9579 54.2314 35.6085 -59.7155 0.928141
225.538 26.334 57.0931 46.0528 -42.2335 0.893766
152.409 275.353 74.5801 40.1333 -11.4424 0.848616
214.773 175.429 50.6313 37.3136 68.0127 0.910554
220.92 94.8191 54.3154 48.6704 -14.2104 0.920512
199.485 266.223 56.1322 36.3674 -88.858 0.877764
67.0383 244.533 69.1386 46.3453 -11.3624 0.902234
181.424 245.803 63.5277 48.3787 83.5961 0.939953
123.987 43.8424 69.7012 36.127 -44.3501 0.907116
57.192 228.711 51.2642 39.1355 -24.7852 0.863584
79.3717 99.4721 52.9609 30.4781 23.4808 0.906527
277.411 149.567 49.7947 34.212 57.8108 0.895884
206.209 38.5531 62.676 31.9365 23.6443 0.900718
84.9199 18.5017 34.7094 33.0029 -39.5043 0.809466
108.062 57.5028 67.1774 34.0226 69.7821 0.854567
256.708 155.899 50.4478 47.6298 -22.0135 0.936212
