# center_row center_col major_diameter minor_diameter angle_deg score
141.52 97.2833 69.5265 65.5988 84.9973 0.968093
126.352 31.3213 42.1581 35.4915 -58.134 0.841697
131.483 261.202 63.3347 45.765 -85.8197 0.959246
245.547 58.3347 71.573 57.6625 15.2841 0.950515
209.348 254.384 61.3945 33.8547 -72.3944 0.96126
51.5378 208.007 56.8325 53.6907 -79.5466 0.925874
267.495 178.278 41.6028 41.3849 -13.7871 0.959566
91.5936 63.1725 59.9382 49.6684 -75.1396 0.93918
165.557 175.337 65.4568 43.7363 18.6643 0.930735
61.3459 263.37 57.0213 37.7232 -72.8714 0.92567
176.636 205.254 63.7366 53.301 72.3962 0.937119
46.3999 145.327 45.9507 38.5002 -37.5528 0.903814
220.774 136.784 70.4205 66.9417 -41.2481 0.937701
251.473 126.284 56.3838 52.2002 -28.0888 0.937293
213.57 66.5413 75.0792 51.9308 75.6039 0.940789
84.1757 223.414 69.3231 56.3619 -78.3991 0.893382
231.789 203.085 50.5973 32.6424 -80.9191 0.898971
83.5092 120.278 46.3039 44.4973 51.0539 0.902772
276.537 254.262 40.1435 36.042 -1.76031 0.88911
262.034 218.832 46.6878 34.1327 8.50784 0.823387
62.4474 109.399 44.1232 40.7806 -2.33231 0.902635
101.735 25.1827 69.8168 30.7907 -16.2603 0.813343
251.519 256.033 52.1753 34.4607 79.5508 0.880216
130.558 206.241 52.5471 29.6428 53.6136 0.919828
