# center_row center_col major_diameter minor_diameter angle_deg score
211.802 35.0566 59.4108 42.6051 -23.8452 0.810325
245.053 90.8424 72.6853 56.469 47.5173 0.805939
111.049 254.959 47.0056 32.7558 -38.8896 0.870241
54.3728 65.7398 87.8892 60.3807 17.4115 0.828284
130.985 119.985 74.8379 70.5827 -38.3902 0.863773
155.002 31.0094 57.5861 43.4915 -21.9216 0.831635
172.742 146.707 41.3816 30.8883 59.9614 0.799629
208.161 104.137 71.6607 53.197 -32.5928 0.783792
267.746 145.287 47.4671 42.776 13.996 0.784518
53.9296 176.042 69.2038 57.489 -11.6503 0.793069
