# center_row center_col major_diameter minor_diameter angle_deg score
236.99 143.034 72.717 72.566 -77.8056 0.806041
172.931 130.079 59.0935 38.6595 -49.7521 0.825699
252.056 73.8749 70.7657 40.8702 -31.6518 0.820243
67.0963 35.5535 56.592 49.8155 8.43825 0.799638
38.0615 60.4966 80.6004 51.2099 52.0396 0.890006
200.097 188.871 68.3571 37.0549 86.7559 0.824088
132.923 42.9804 36.5654 35.0906 54.2303 0.805707
106.674 260.932 83.0425 33.1808 40.471 0.812993
138.93 169.148 50.8641 48.3647 10.3378 0.780727
123.529 76.2805 63.9628 45.1803 24.1262 0.845175
