# center_row center_col major_diameter minor_diameter angle_deg score
215.045 94.9482 52.9977 42.731 -71.6493 0.916195
255.683 43.1948 78.916 41.0673 -62.0116 0.817024
56.9749 91.41 75.3314 46.7886 57.8929 0.888551
158.927 58.011 44.7156 40.9252 63.33 0.847102
221.836 34.4511 56.6826 43.5671 -26.8371 0.800257
109.075 56.7366 80.8993 64.7989 -68.4532 0.809602
125.097 196.95 68.8132 65.0615 -87.413 0.787056
269.803 219.106 48.6693 35.2496 24.3964 0.839821
67.1719 238.866 82.509 63.536 -49.9008 0.814481
31.941 196.636 49.4205 37.1275 -73.048 0.781468
228.09 159.973 71.1189 56.7478 -28.9155 0.826553
