# center_row center_col major_diameter minor_diameter angle_deg score
58.1283 249.152 69.744 26.2703 -24.478 0.880759
254.015 233.886 68.701 52.7929 47.8452 0.844351
34.0153 137.983 67.4756 41.2028 89.2953 0.9068
138.029 251.981 92.5905 46.674 23.4339 0.783633
89.0251 180.838 86.9658 64.888 -78.001 0.820585
200.092 122.893 55.0254 52.7728 -30.6695 0.865353
114.023 33.9807 45.2529 35.5034 -8.58772 0.925547
166.988 56.993 82.6684 62.8387 74.4203 0.84456
218.845 79.1459 66.5736 36.9689 89.8059 0.795399
165.247 183.982 53.0841 28.9901 -28.1293 0.792156
