# center_row center_col major_diameter minor_diameter angle_deg score
83.4172 61.1945 100.617 52.1891 -80.5912 0.94717
84.4145 162.387 98.5626 57.9061 43.6132 0.959937
214.412 69.3353 97.9082 83.6352 -27.2203 0.940664
227.616 180.407 93.8446 75.7788 -4.45099 0.934383
45.6448 61.2906 71.8006 39.5507 31.7027 0.953894
139.743 112.625 87.3334 54.3641 2.18779 0.901142
152.9 226.543 92.7959 54.4002 -44.348 0.89113
152.46 140.252 62.3913 56.3454 -28.1319 0.947154
103.365 186.465 68.8511 44.4035 14.0968 0.938009
215.607 227.371 65.9388 42.3596 18.7128 0.873169
152.452 257.298 52.377 38.206 -33.7621 0.905709
