# center_row center_col major_diameter minor_diameter angle_deg score
144.527 49.6179 63.8756 59.0874 19.8804 0.96863
44.4767 50.2792 57.7389 55.6549 -55.3814 0.955585
144.493 135.277 66.0316 64.3986 75.7818 0.933331
111.479 227.227 53.5074 45.8111 73.222 0.968552
195.448 178.285 73.4866 45.7461 -26.8562 0.939111
206.504 45.1729 61.3098 57.637 -87.2202 0.955
261.531 255.233 69.5591 45.6827 60.8568 0.888905
55.7547 187.485 47.9082 35.7474 -75.1642 0.908907
42.4679 266.129 60.1185 44.5242 -42.4305 0.897155
270.622 119.358 41.8743 36.3795 63.3597 0.922403
206.196 98.4649 58.1378 43.5785 28.281 0.905364
252.356 85.6877 75.0332 41.5908 -51.3244 0.87767
69.3095 127.265 53.5131 41.4703 -59.142 0.931447
113.457 162.694 69.8279 67.762 87.9414 0.940313
255.359 204.242 52.2316 34.1645 -29.4791 0.897116
72.7815 236.986 55.1431 26.4185 64.9898 0.854572
220.634 263.959 51.8734 50.1131 -9.27625 0.885045
94.4429 104.318 45.4153 32.0024 85.1033 0.891666
151.527 259.234 49.6638 41.598 50.2 0.926008
207.506 148.258 42.3734 40.1504 -41.4412 0.937554
35.8841 223.502 39.8989 34.8387 71.1559 0.852117
162.589 243.063 48.3463 44.0668 83.1019 0.934881
211.489 225.564 58.8787 42.0715 3.80811 0.852215
