# center_row center_col major_diameter minor_diameter angle_deg score
130.653 252.305 73.6639 39.561 38.8622 0.926005
35.6144 73.3156 57.8922 51.5022 -75.8332 0.94088
220.48 112.034 54.9077 53.6377 60.1555 0.923557
119.815 46.3442 62.9621 29.4223 52.6201 0.948194
50.6111 30.1893 71.0954 42.8986 -37.2423 0.891288
201.133 254.154 80.3644 60.1134 -26.3984 0.89821
96.6539 35.6488 41.1925 38.3621 74.9191 0.92203
242.274 159.314 64.0884 63.6703 -28.6798 0.933673
231.522 217.251 43.4522 35.7373 10.0187 0.912032
128.703 113.497 51.0425 29.5836 -21.9033 0.926722
35.5172 149.194 70.0736 42.3961 65.5212 0.934842
84.4668 163.603 60.2621 55.0314 -25.7075 0.900757
217.452 178.382 69.2725 31.7848 -9.38609 0.936702
143.603 208.253 48.3914 36.5637 33.8827 0.914034
91.7243 101.636 67.7303 63.7789 61.3173 0.915124
194.374 145.644 53.95 38.173 -18.4026 0.822614
160.708 220.079 65.7482 36.2149 -73.5853 0.872513
