# center_row center_col major_diameter minor_diameter angle_deg score
143.438 103.301 78.546 54.7545 -58.2607 0.959469
91.483 39.2762 73.4865 51.576 -40.0319 0.952809
51.0317 247.015 79.5515 75.0169 -42.3447 0.940635
221.413 239.256 82.2428 58.5038 -40.0068 0.908189
252.542 120.228 67.7813 43.6225 21.3487 0.913706
110.451 202.236 83.9947 56.4573 -44.0933 0.911736
127.855 230.407 73.5223 30.5935 -50.9477 0.877294
45.8107 127.469 75.6732 29.9257 6.06325 0.808836
40.4761 196.186 58.6004 33.9634 -17.2994 0.932827
216.334 50.5403 80.987 44.2966 35.8267 0.932686
41.5036 28.2489 66.2751 48.1807 -4.38392 0.899856
190.539 174.246 53.9644 42.4482 62.5855 0.946812
253.1 66.2676 67.3947 36.4836 -62.9318 0.835295
35.8762 67.1759 32.9349 32.0048 81.6258 0.915405
175.605 237.224 49.3668 38.0862 -50.1357 0.888102
89.4467 143.286 55.6516 33.3036 -49.3486 0.909129
81.3927 106.733 62.1466 60.7366 -79.8388 0.902403
205.594 89.0105 52.106 34.7638 1.6828 0.885448
207.529 179.191 41.8854 38.0898 0.14053 0.939981
170.287 277.376 69.5295 36.4364 -23.7349 0.869795
