# center_row center_col major_diameter minor_diameter angle_deg score
153.971 35.9899 62.8079 54.6704 -66.9335 0.893502
277.007 262.992 60.4481 32.7794 -72.849 0.903832
127.744 226.947 51.4069 30.5403 2.99117 0.829072
104.916 56.0295 36.4421 30.9612 56.6375 0.909734
260.082 90.5599 65.2818 56.5793 -51.9685 0.81831
198.964 32.9953 73.2395 33.516 -57.373 0.823371
146.919 141.041 36.4177 28.9539 7.65133 0.788342
134.201 178.178 81.9798 58.0768 11.1465 0.803038
204.546 140.57 44.5906 37.8735 63.7564 0.784059
192.323 126.844 46.7565 39.5841 55.5201 0.803677
222.074 64.0831 39.3773 38.3029 41.7251 0.780887
