# center_row center_col major_diameter minor_diameter angle_deg score
130.887 223.847 81.1574 44.6955 66.362 0.818181
105.945 31.9761 78.8784 37.5836 26.6624 0.79338
204.964 187.961 82.6562 56.7591 34.6433 0.797377
112.009 215.509 117.968 69.9227 45.8159 0.802975
236.008 90.0556 49.4836 35.1553 -19.9461 0.865699
65.8718 66.9241 46.6376 35.1206 -69.603 0.830366
213.906 236.281 70.341 30.6998 -15.6815 0.879824
171.564 71.8226 108.695 50.6352 86.9613 0.8019
231.352 51.0705 61.2971 49.1472 -27.99 0.798878
105.969 126.485 77.3582 38.789 20.8327 0.795149
264.789 42.0473 37.0227 34.9025 -26.5353 0.798721
94.0976 182.371 68.9696 42.2872 -20.5187 0.799775
