# center_row center_col major_diameter minor_diameter angle_deg score
151.985 77.9959 70.5309 50.8953 81.294 0.852825
215.17 71.9522 70.6791 50.9689 -73.2535 0.874289
179.961 247.127 68.3304 52.8652 -75.8593 0.81616
31.0539 128.976 58.4724 34.8033 89.0412 0.939549
235.929 160.957 44.7494 44.4712 29.8707 0.838566
163.77 30.0714 62.8025 41.1133 32.4851 0.823328
251.601 84.6419 59.6562 32.8509 55.9177 0.78427
246.015 217.177 47.0331 38.9547 -55.601 0.785536
108.3 35.0851 55.504 40.957 -17.4531 0.836293
269.327 247.807 42.933 40.1842 -60.0831 0.794135
208.979 137.146 65.2058 38.7967 25.4604 0.782842
256.245 32.971 45.0701 40.2901 8.36092 0.796495
