12
263.007300	116.033800	62.733600	58.426700	0.736990
196.022200	186.710600	62.439000	58.440500	0.749800
132.178500	258.393200	61.705200	59.162900	0.645590
263.016300	117.115400	123.058100	54.833200	0.720370
195.918400	187.336800	124.516800	54.971100	0.707120
131.588300	259.692700	124.492400	54.617400	0.707250
261.115500	115.864300	141.690800	62.999100	0.702810
262.033100	116.395500	95.275200	40.642700	0.707870
195.313700	186.906700	140.810200	63.837100	0.713700
195.054900	186.671100	95.291700	41.846500	0.709450
132.052600	259.053800	140.791600	63.633600	0.713960
131.065800	259.151800	95.696100	42.012000	0.712380
