# center_row center_col major_diameter minor_diameter angle_deg score
31.9986 266.985 58.7985 56.8786 -52.4539 0.928409
50.2109 177.937 64.7428 30.856 -4.45368 0.801701
218.984 175.015 62.5942 50.8161 -47.2635 0.801459
147.992 229.349 74.3666 54.9649 56.7853 0.793647
159.8 60.8313 63.448 50.6984 -48.3375 0.828827
132.197 144.087 36.5693 35.2439 -42.3609 0.95527
37.04 108.076 58.4897 38.9658 -71.0157 0.908661
173.821 146.337 51.2259 41.0454 -83.5412 0.796816
263.594 151.166 45.5645 40.8848 3.04833 0.853497
165.076 267.078 47.06 37.4031 13.6903 0.806166
163.926 171.365 41.871 40.4865 77.3533 0.804447
188.829 33.1556 33.0154 30.7942 -25.5217 0.794747
235.418 236.992 69.6296 37.0146 85.7153 0.801379
262.979 70.3401 62.8368 38.1158 28.0239 0.813674
