# center_row center_col major_diameter minor_diameter angle_deg score
124.993 56.0809 96.5508 81.883 62.7471 0.953586
229.464 59.3641 69.4841 41.73 -3.08165 0.957913
172.511 267.39 95.0569 37.7626 2.41728 0.942658
90.6107 224.306 74.2347 46.2981 25.7661 0.927471
34.5123 122.262 66.393 55.9589 -24.3936 0.931415
90.0128 132.299 86.6346 65.9054 39.0648 0.932205
172.285 172.057 87.2461 53.9534 -81.9258 0.902802
195.31 185.649 66.4834 62.0264 -32.0806 0.951584
252.654 248.723 66.1738 58.3796 -42.1085 0.934767
61.5391 241.29 56.26 46.3463 11.1648 0.94056
78.6034 163.303 69.8986 54.3771 50.7605 0.897834
271.822 227.32 98.0911 38.1464 -70.1692 0.937419
199.621 106.912 61.0861 45.7341 83.2778 0.936028
160.446 32.3751 64.3887 34.2896 -7.68753 0.933338
253.78 92.44 34.2013 33.2108 -51.3532 0.924986
163.506 244.249 56.3994 38.2623 74.0344 0.893924
