# center_row center_col major_diameter minor_diameter angle_deg score
251.792 48.7463 69.098 40.0467 1.10494 0.885269
98.0091 204.968 64.387 36.7488 -44.8454 0.862891
225.898 122.998 54.7806 36.8559 -13.5285 0.820183
27.0187 222.96 49.3225 37.6088 36.6026 0.878354
145.172 263.954 42.6409 39.1978 76.7827 0.802319
167.989 196.321 52.8035 51.0266 36.9196 0.818918
36.2847 184.196 68.052 33.4568 54.1208 0.82055
50.9526 135.834 45.2187 33.789 -37.6868 0.793116
82.0815 47.0044 58.7534 56.8429 -76.0485 0.858996
200.911 187.997 36.5516 28.9419 42.5887 0.795525
40.3581 116.98 44.1896 32.6675 -24.2955 0.78306
195.147 119.994 37.6399 37.1445 3.2891 0.788971
