# center_row center_col major_diameter minor_diameter angle_deg score
254.234 165.701 78.8594 52.6817 1.71998 0.827755
104.045 139.559 69.8024 56.2266 56.2404 0.920866
63.2951 255.617 92.3172 67.2199 28.5435 0.780876
54.9851 210.422 51.5401 46.9091 71.1915 0.802335
189.802 67.9499 54.7068 28.8298 27.8982 0.838984
108.008 201.731 55.0137 46.8223 41.0058 0.8184
183.599 151.333 45.1412 34.7796 -85.4316 0.917915
49.1325 87.8076 45.2673 38.6846 -38.8133 0.848202
134.917 223.856 46.9058 42.8257 22.2279 0.820677
182.008 233.01 36.7977 34.6353 -33.717 0.839389
137.809 79.7153 72.4938 39.6659 -2.63746 0.784888
197.828 200.135 48.8861 45.0762 -74.8871 0.784882
226.054 238.034 65.1968 41.5312 -56.6949 0.903857
265.776 233.94 34.9102 31.152 61.1399 0.893081
163.168 192.081 37.1308 30.7584 21.4681 0.811
