# center_row center_col major_diameter minor_diameter angle_deg score
232.413 49.2582 97.6769 57.4828 -51.6566 0.970855
73.5181 225.094 104.779 98.7894 86.5356 0.952978
73.553 147.182 94.3512 52.2471 34.3094 0.964242
139.523 216.198 81.5522 61.7509 -76.6637 0.94508
135.498 104.132 77.9926 59.6473 64.0213 0.927086
226.339 177.805 93.9339 73.0384 5.06459 0.936669
144.57 48.3131 57.5663 37.6263 29.9162 0.935339
167.479 117.262 62.011 56.4184 -51.0461 0.947638
253.604 178.061 96.9679 44.1774 68.6148 0.9038
93.2933 54.5091 51.4669 48.7365 -43.8244 0.895447
277.187 110.354 46.6249 38.3821 -36.6281 0.895276
233.504 116.098 64.1036 54.1495 -11.0785 0.848736
