# center_row center_col major_diameter minor_diameter angle_deg score
153.342 71.1653 64.6706 61.0004 29.5322 0.947621
68.1223 135.634 75.9798 46.5491 -23.9878 0.951215
51.296 90.3178 81.2308 29.6537 -21.1404 0.917298
137.282 150.982 84.6245 70.0862 85.384 0.928652
154.77 203.326 81.5142 67.8923 -47.43 0.938308
249.607 124.312 68.2322 40.4724 26.9263 0.945594
99.4391 262.099 53.8151 39.7176 -55.3884 0.905625
63.3393 54.3447 78.9771 53.8906 7.60503 0.899092
197.991 185.114 63.4058 43.4247 7.30163 0.934322
79.454 222.365 80.8083 57.6651 34.2779 0.918625
182.475 124.255 59.702 45.4628 -52.0132 0.917405
220.507 41.276 72.539 46.2862 -28.4551 0.931155
238.234 107.262 59.7736 36.7636 20.1109 0.873645
114.47 33.0883 56.2746 52.1045 25.4513 0.856303
236.47 44.9591 75.7164 33.9118 -13.2977 0.929446
56.41 239.334 69.8225 43.6227 -0.351972 0.911478
