18
397.2493	198.2323	80.6719	53.8964	87.3499
348.4885	188.0152	94.3688	62.6673	-38.4852
468.0049	151.8115	63.3747	52.4810	-32.0691
322.5510	109.3801	49.8168	42.3721	-36.2914
245.5172	155.0755	52.4575	42.9429	31.4189
293.2817	91.8112	66.5691	52.6616	-37.1714
248.6030	515.5770	51.4517	50.3777	-42.4701
352.4807	503.4189	55.0652	54.9322	-33.9662
233.8048	477.3248	94.5712	72.9717	-89.3397
133.6108	454.9008	87.2193	61.4706	84.9110
145.3793	490.2260	50.9354	46.0096	61.9780
112.7328	476.5443	86.5608	70.5513	-0.5137
194.2281	107.0972	69.9344	44.5676	-62.9000
181.0145	93.1720	60.2743	49.5916	65.7867
167.1504	75.3716	74.4688	40.6323	10.1207
154.9725	244.1518	86.9597	78.4246	-40.3604
137.9165	204.3326	95.1339	74.8937	-47.4573
187.1476	226.2052	76.3185	40.1396	-89.5742
