30
192.5001	382.2992	78.0666	56.9890	-60.8823
197.0452	247.1979	71.0878	51.5128	45.2286
265.4640	279.9456	66.9205	46.1258	-67.7152
283.3153	278.1023	75.8399	68.7152	8.8983
223.4877	232.4542	96.2724	68.7276	45.3781
149.1574	320.5272	68.7645	52.3663	-6.3151
473.8608	241.8234	66.9208	44.2173	30.0737
483.5207	278.5636	86.9571	50.1394	83.5875
456.9586	229.5049	62.9691	55.6865	-57.2491
466.7596	180.1368	98.5678	60.5878	-57.1747
424.0181	201.8093	98.4948	91.9342	-75.0293
452.4685	263.7491	99.6172	68.6442	13.5170
363.6049	402.1601	47.5910	41.7612	-68.8194
422.8270	452.7642	85.4728	79.4170	-88.7514
310.6589	383.2166	79.5893	47.5550	38.8540
316.4160	498.8682	81.5515	49.3910	72.6998
394.2460	372.3976	89.6860	88.6272	14.2450
307.2961	409.1248	53.0239	41.1850	26.5948
109.7307	188.3803	68.5145	63.0863	-68.1094
94.9878	142.5614	70.0731	42.3533	-54.1015
79.9370	162.9306	51.9846	41.2286	83.1041
75.3359	238.5236	57.8329	51.5887	81.7133
101.3007	213.8694	62.3490	51.6798	46.1037
122.8357	156.2025	86.6313	82.3380	-73.5676
271.9164	74.6845	63.8279	44.1870	-35.9374
384.0670	94.1674	68.4182	63.6788	-39.5268
316.2397	144.8212	60.4385	48.9770	-47.8174
358.8740	111.5223	48.6015	45.7079	-83.3372
250.8021	116.5113	90.2806	60.7562	21.4231
333.7437	132.4578	50.2890	44.1138	-46.7132
