12
481.8794	297.7207	80.6414	68.8963	-79.7267
484.8280	323.6332	99.6235	75.3348	-2.3290
506.0406	289.5033	57.8433	47.5505	44.7643
483.6883	205.3982	85.9601	77.7127	62.6188
125.7362	73.7330	96.0084	53.8228	11.6590
115.2050	55.2187	70.3003	41.3705	10.8445
108.1092	100.0037	94.3627	82.5093	86.8387
66.2206	111.7087	84.6745	43.2473	84.5522
490.5389	74.4419	68.1920	59.4104	-0.2377
524.8537	97.6671	63.4566	61.0786	-10.2150
527.9218	83.9372	49.5672	41.8713	85.9681
465.4469	82.4041	96.5867	76.7382	-0.4725
