20
474.9140	486.1193	76.6822	62.5905	3.9989
496.8925	466.5424	76.4402	51.3118	24.0837
495.8296	438.1601	96.4473	72.4560	79.4156
518.4580	480.8267	49.9289	44.6197	-30.9057
485.3046	513.6776	66.8251	55.6739	-72.8731
248.9954	319.0132	55.9330	40.7937	-55.9861
218.7092	233.3695	81.7910	75.3804	-41.9060
291.0913	358.8296	96.5424	69.5153	33.6298
163.1385	372.2115	98.5758	74.9486	32.2119
189.0602	263.0058	99.1165	42.1448	19.4301
359.0236	483.8486	84.2943	47.6050	9.2619
307.6521	454.0750	65.9080	40.1338	73.0498
343.2146	474.7257	68.8992	51.8602	-77.5882
332.0948	528.8889	45.7875	40.2624	-2.2727
247.6367	524.0131	52.2160	49.3657	80.3528
408.9675	131.4449	76.6580	60.8083	41.7360
384.2238	119.7001	53.3465	41.7886	33.9654
382.0912	169.8283	70.3571	54.3713	-48.6686
384.7506	96.5555	75.9958	55.1227	26.1644
330.8109	206.3272	77.2482	72.6271	-13.5819
