18
129.1292	495.0262	99.7174	70.8730	4.8093
85.8081	515.6046	62.9334	55.9359	-18.3544
88.2350	445.0364	82.7980	52.5239	-59.7705
82.3574	478.3709	67.9131	42.9373	18.8696
98.8403	476.7426	80.4740	68.2298	-70.7778
70.0641	489.4410	80.8863	40.4571	75.8299
314.2975	259.7858	76.0999	50.9376	-79.9352
302.3313	350.1776	94.0062	91.7894	-73.3949
345.3320	278.6199	88.7107	56.2545	-8.0400
269.1653	205.2284	85.9816	56.9520	-23.2817
221.9192	273.0010	44.9475	41.0900	72.8260
304.5298	231.7175	54.3414	47.6502	-37.9620
399.6085	113.3329	52.0620	43.8730	-42.5000
486.1462	162.9653	77.2765	67.5604	75.3533
448.4917	216.0828	77.5298	68.0426	-2.7846
415.1189	92.8674	79.4986	54.3972	35.7554
471.9878	106.1438	96.9436	60.8018	5.0362
354.5305	140.4606	74.1895	57.8198	55.4991
