30
529.1000	100.9010	55.8193	40.0874	9.4320
509.8156	124.6492	76.0467	50.3937	-47.9727
491.9366	118.6555	90.2497	81.6618	-72.3723
477.7155	78.7985	89.4604	52.8258	4.6781
533.0783	129.6495	68.8244	45.9711	-78.5053
197.6469	463.8144	93.2431	70.2662	-82.8631
199.4254	493.5430	61.8892	50.1304	52.3525
230.4933	468.5412	88.6503	62.3052	-59.9080
192.5384	510.3753	52.7473	43.2119	15.3363
239.3642	515.4217	66.5736	41.3386	31.7493
491.2832	349.3298	84.5816	66.9921	-64.8432
404.6651	285.9855	83.4034	52.3639	-12.9663
519.3263	245.2410	42.6887	41.1633	64.4736
404.1334	295.7239	97.5957	82.9824	41.6848
419.0396	245.8453	90.4758	52.1184	52.6949
366.2479	125.5615	78.5050	64.4497	0.1446
324.6431	80.3339	54.9275	53.5190	-37.5782
356.5350	104.8186	49.2553	40.4311	-41.8306
379.6864	117.2185	55.6969	44.2122	86.1282
337.7660	100.8199	57.1178	54.8044	52.8187
256.9860	114.0181	82.5993	50.8395	76.5579
206.7621	140.6372	87.4022	87.2425	57.3896
136.6082	103.9313	93.8178	91.2957	-89.1617
229.4737	122.7124	85.3661	54.6130	43.2458
150.2300	93.1381	88.4087	57.7663	1.0400
176.7571	329.5390	85.9553	70.6021	64.4618
73.1662	256.7747	54.3249	46.2722	74.2969
82.4645	336.8903	90.3324	52.5957	-85.4803
184.1056	272.0663	66.4795	62.8667	50.3495
203.0081	264.9774	94.2113	75.8457	-47.5809
