# center_row center_col major_diameter minor_diameter angle_deg score
73.1653 50.6846 74.2282 70.4174 -18.2798 0.9333
252.417 146.961 87.1005 79.2756 -48.4176 0.867316
46.0086 125.039 56.6776 40.7945 64.6678 0.891052
207.963 240.017 69.3776 41.4033 83.9933 0.823521
200.077 31.9206 51.1329 39.1312 -0.655572 0.837929
177.223 253.875 79.3261 57.8835 27.0822 0.783346
101.562 100.808 44.9965 29.5053 70.9447 0.831202
45.9785 170.891 76.2262 32.8079 42.6886 0.790661
121.164 165.954 54.9653 36.6909 -11.0005 0.861466
85.8833 199.891 32.7474 29.0864 -24.3542 0.85499
134.183 210.075 58.664 28.7867 19.7213 0.816901
137.843 63.2129 61.9047 40.079 -40.7974 0.790694
