# center_row center_col major_diameter minor_diameter angle_deg score
56.104 84.0141 93.5605 85.2339 21.1171 0.958751
214.423 217.494 93.38 83.0642 56.8106 0.945254
98.3469 260.812 92.3322 40.4773 43.7196 0.936714
232.553 33.2413 76.7351 51.6941 -2.36092 0.948466
90.5089 127.982 92.4627 50.2463 65.8714 0.924139
125.205 219.758 65.0405 41.5311 -13.4091 0.935327
114.504 192.227 39.4182 31.4884 -87.3797 0.90825
92.77 71.0634 73.7129 55.4684 -23.9088 0.927021
75.4582 240.573 30.7395 24.7689 72.7828 0.895134
236.317 67.3589 75.2804 31.6088 -17.3575 0.873925
228.558 136.31 51.33 34.0894 -28.4801 0.915255
258.341 268.665 80.4495 32.0129 36.4314 0.922459
151.974 166.279 86.8086 31.9452 71.8083 0.889331
175.149 242.421 72.9799 34.0817 -12.8232 0.922537
