# center_row center_col major_diameter minor_diameter angle_deg score
39.0358 49.0021 72.4898 52.9084 -60.8294 0.929015
132.185 242.703 64.6415 33.043 -79.9844 0.812074
171.089 211.798 70.1947 60.7434 -54.7917 0.782803
270.913 197.911 44.6188 37.0771 -79.6045 0.884017
269.037 141.894 60.2585 40.7009 -86.4439 0.856098
71.9647 263.964 48.6082 42.9487 -76.1249 0.821168
190.016 252.967 50.4719 38.9137 -8.41679 0.843532
230.02 227.97 37.1966 37.0852 66.1194 0.945169
279.005 243.039 34.5656 32.6248 81.8199 0.849198
131.952 83.3966 71.2879 52.6129 -11.8948 0.795892
79.7181 67.6163 58.8557 30.7228 -79.7867 0.823838
109.061 141.018 67.5341 49.5368 70.8597 0.861217
