# center_row center_col major_diameter minor_diameter angle_deg score
106.988 117.958 55.454 47.6175 -44.4232 0.898645
37.0542 203.028 60.7982 58.8397 -51.3791 0.867488
65.5552 58.8957 75.3187 63.6139 38.6933 0.803457
133.027 232.011 52.6419 40.6375 27.9054 0.858175
210.957 78.9894 60.3659 30.7427 22.3726 0.823339
77.9961 181.965 49.1189 43.4623 81.664 0.854742
216.355 254.108 50.6723 35.3759 64.5848 0.833317
53.951 140.964 36.6603 32.8338 20.7052 0.811478
30.6402 124.76 40.3212 33.1965 -61.5125 0.839293
271.036 158.991 53.4842 37.3879 -69.5547 0.803473
235.628 189.048 65.0598 58.1148 52.0735 0.783101
