# center_row center_col major_diameter minor_diameter angle_deg score
88.9246 108.698 78.0694 50.1166 -2.68801 0.822827
137.088 182.129 67.0144 60.795 39.0972 0.873459
127.253 36.0188 57.258 40.5239 -0.858572 0.823097
73.0472 260.029 69.4334 45.4397 -42.739 0.864251
192.99 271.042 47.3082 35.3478 31.0601 0.925171
72.7021 59.0678 63.2091 44.932 12.8864 0.813204
125.964 238.975 60.8245 46.8523 45.0252 0.869002
31.9481 231.933 62.7132 44.9769 -53.5709 0.861166
260.968 29.9111 44.686 44.3699 -4.40027 0.830768
172.117 44.0104 53.1052 47.8789 -48.4412 0.861528
234.97 187.995 58.6565 52.6938 -8.09238 0.86171
230.22 120.666 41.0942 40.7243 32.8761 0.785023
