# center_row center_col major_diameter minor_diameter angle_deg score
64.4296 218.325 117.509 79.5511 -52.5464 0.967685
252.898 48.4044 94.8843 43.3075 49.4494 0.934025
233.568 152.25 99.7283 67.6268 32.2705 0.942686
139.439 236.101 73.5047 31.556 -55.9194 0.909656
89.8568 108.969 94.1563 84.6637 77.8568 0.956492
59.8199 56.0061 92.6111 36.9498 31.1029 0.917095
169.728 209.792 84.1839 62.8709 -74.5051 0.925521
47.462 131.973 82.5175 43.9554 81.1242 0.909488
221.569 34.182 71.3978 35.6851 56.4136 0.937463
149.485 174.97 57.1548 39.4547 65.1563 0.949785
201.397 129.312 60.2694 38.4567 -24.6952 0.919167
251.451 116.2 48.3935 34.2851 -69.3408 0.929584
