# center_row center_col major_diameter minor_diameter angle_deg score
125.486 51.2215 74.281 64.3719 -56.5135 0.934196
94.4631 220.271 63.5075 51.7538 -84.4058 0.949948
29.5282 247.02 62.0971 51.6511 -79.2447 0.943064
39.5291 91.0482 76.1198 56.0124 25.2204 0.931354
223.55 98.3119 71.8125 70.7425 -41.1414 0.925663
203.549 258.069 71.7368 53.8644 84.1054 0.93161
272.395 32.2548 48.4981 46.1213 -5.56345 0.896555
235.573 273.34 66.1957 44.3559 26.7683 0.957222
226.452 37.0289 61.9034 58.1354 50.408 0.931606
73.5457 212.133 49.8145 36.2022 86.176 0.912446
202.364 192.208 56.2035 45.84 75.4018 0.911416
254.761 215.705 64.8885 33.1075 40.5416 0.886625
110.524 154.199 62.4039 46.1319 72.4248 0.929287
61.4124 117.342 64.5858 44.1249 15.1788 0.922925
31.8791 138.734 29.5305 25.0112 22.1748 0.848711
279.259 198.415 36.67 34.3978 -52.5022 0.919727
255.519 90.2207 41.6417 35.6797 46.2192 0.905504
90.4863 61.9585 69.0777 50.2801 67.0485 0.913224
118.581 104.944 37.5206 31.2593 -17.7522 0.867837
248.523 148.916 51.6293 35.5487 -55.3068 0.922762
