# center_row center_col major_diameter minor_diameter angle_deg score
178.009 138.992 62.6725 38.8629 20.4817 0.914026
122.024 200.02 59.5386 33.3411 23.8627 0.831027
76.9645 157.052 71.514 41.3174 -68.1504 0.782354
117.995 58.9829 41.4094 39.3405 -50.3121 0.840111
211.068 250.992 32.5231 30.9872 68.6715 0.913192
258.922 231.809 77.239 50.9285 -43.9063 0.784392
232.89 157.797 71.3447 46.8029 -74.1883 0.806344
200.151 193.702 66.9626 40.545 78.9025 0.813211
181.488 42.4764 63.4317 35.3932 -64.3838 0.85918
50.0466 80.9936 36.6521 34.4887 -8.88842 0.85057
156.336 189.189 47.3383 37.5889 58.2837 0.843614
