16
60.899600	66.101600	51.815500	50.888500	0.304130
176.647300	65.290900	52.548700	51.955300	0.294500
295.419200	64.251300	53.414600	52.839100	-0.441550
179.258000	167.518700	52.207400	50.470700	0.063903
297.812600	167.109000	51.633400	50.763400	0.455190
63.480400	167.564100	52.865700	51.385300	0.215820
52.129500	78.771100	7.640300	7.000000	0.022889
39.492100	43.522200	7.270000	5.104800	-0.292710
88.383800	80.426600	7.823300	5.816700	1.559000
187.986200	91.587300	7.333800	6.195700	-0.331220
159.208500	186.328700	7.205800	5.347500	0.376150
277.157800	76.868300	7.342400	6.740100	0.253400
152.975500	72.369300	7.468700	6.689700	1.350200
196.493000	185.220400	7.271100	6.253300	-0.319240
78.572600	188.650700	7.443500	6.088700	-0.537110
147.233100	151.943900	6.972600	5.238400	2.113300
