# center_row center_col major_diameter minor_diameter angle_deg score
244.01 220.034 68.7182 50.6223 -50.1856 0.7914
147.361 82.8618 69.3251 52.8853 -53.7773 0.816182
169.932 201.135 46.6802 38.7898 -0.0142218 0.915676
164.227 146.973 64.8433 40.9752 17.8293 0.831523
44.2334 177.765 67.0984 53.5052 -23.6924 0.83834
23.4168 248.056 44.6111 29.6172 63.9311 0.821162
144.367 236.997 70.5629 34.7687 -8.42225 0.840798
217.602 159.771 71.3796 49.8242 85.7892 0.842871
189.187 105.973 52.3272 44.6359 89.7986 0.787318
229.024 45.0628 79.5123 52.6618 -58.8402 0.848765
