# center_row center_col major_diameter minor_diameter angle_deg score
83.9825 86.4603 111.572 44.2929 14.4915 0.870957
83.386 191.525 97.5992 86.8315 3.81632 0.933756
142.994 261.555 74.4431 57.5216 -16.2624 0.935551
196.234 241.335 119.843 48.1672 -11.1305 0.93801
232.46 100.639 79.6713 60.0755 53.424 0.930731
149.483 126.151 93.7693 53.4932 -78.9019 0.93504
39.5653 194.185 64.1826 62.4189 -23.2535 0.942003
176.265 208.287 58.0961 44.11 64.7836 0.93213
68.9566 146.688 49.0039 37.5769 52.7845 0.940027
187.583 69.0081 48.2319 41.8592 -15.5588 0.871513
213.463 125.301 46.2234 36.422 -31.6517 0.925889
126.005 92.7483 112.518 34.3984 -63.0802 0.824779
