# center_row center_col major_diameter minor_diameter angle_deg score
46.0333 251.008 82.7966 62.5914 52.8401 0.952129
192.007 171.228 70.0468 44.2736 -80.7135 0.95545
130 128.026 62.8474 40.8057 41.7985 0.964446
256.92 168.504 83.6466 48.8357 -8.47075 0.858612
71.4336 68.4938 60.1831 51.1311 32.2764 0.864492
29.9957 174.991 56.5523 32.7418 39.5216 0.820651
235.886 83.1784 66.6939 31.0608 -9.55409 0.807033
116.254 34.2593 53.5537 50.0987 -54.6973 0.833894
114.226 180.211 65.6338 53.7099 -26.6266 0.796446
105.994 240.275 69.6856 35.1491 -56.2807 0.801122
