# center_row center_col major_diameter minor_diameter angle_deg score
129.985 195.981 72.8563 50.7508 11.5271 0.923341
50.0325 38.0691 85.1882 55.726 42.4313 0.87753
42.047 206.901 58.6837 40.9227 75.5352 0.840278
183.076 138.092 74.6268 60.3497 3.07667 0.928693
270.987 103.073 42.7086 38.7267 7.8912 0.847013
269.811 206.98 45.2708 34.7674 -21.5764 0.799449
212.92 205.913 78.7286 68.4771 -20.7399 0.784189
42.9834 125.786 77.6008 32.9628 2.16234 0.830954
148.117 39.2749 37.4525 30.5708 54.4306 0.8286
255.128 143.246 64.044 52.6691 -18.0089 0.796946
91.9431 238.995 48.3343 28.5917 -30.2778 0.807557
