# center_row center_col major_diameter minor_diameter angle_deg score
142.964 104.013 76.642 52.7707 -58.3397 0.940933
50.1035 246.881 77.1704 74.8692 -52.2031 0.85701
90.9723 39.0061 77.184 55.4975 -39.9146 0.909197
220.969 239.032 76.9531 52.7747 -40.2342 0.808542
251.873 119.9 67.0405 42.6665 21.2869 0.844284
126.991 230.087 77.451 35.4973 -50.8128 0.813552
39.9997 195.988 57.6783 33.3188 -17.5395 0.903856
40.9194 27.9159 60.4321 42.5962 -5.16257 0.796109
89.112 142.416 55.3794 33.1345 -50.9394 0.783688
190.108 174.058 48.5685 36.9318 61.8539 0.834643
35.0162 65.9005 39.4346 35.4837 72.0951 0.802396
