# center_row center_col major_diameter minor_diameter angle_deg score
53.5266 41.2972 75.8242 73.6575 34.7292 0.947312
163.476 250.159 79.5559 43.5493 -66.0312 0.930002
161.518 108.284 57.6688 47.7291 11.6145 0.952725
247.477 269.347 70.3473 40.2385 -25.3147 0.894339
221.441 172.276 100.204 76.2901 -36.18 0.937246
42.5632 105.267 51.7405 39.5311 40.0534 0.968305
162.469 60.1479 51.5001 29.4991 -57.2683 0.93474
133.513 171.039 72.1475 36.4097 -75.1201 0.88437
82.0239 196.491 87.0179 71.9466 -52.0529 0.930254
213.603 250.788 67.5565 36.2874 -81.385 0.908225
252.444 185.173 74.3566 38.3971 -65.2906 0.877226
240.481 121.322 47.5204 41.4958 -6.26019 0.913991
144.943 223.409 54.3236 34.9718 -29.8788 0.899924
72.5057 235.271 50.0501 48.5551 59.093 0.946445
85.6343 99.938 67.8781 31.4938 -71.2561 0.90194
101.46 53.276 52.0015 46.3964 84.9978 0.880167
