# center_row center_col major_diameter minor_diameter angle_deg score
182.001 131.997 53.2394 49.2861 11.8212 0.965207
183.973 197.016 70.6494 68.7234 -14.8267 0.792288
175.023 255.085 64.7483 60.6005 -8.16496 0.83362
42.8562 158.16 74.8121 32.8304 -24.4906 0.820695
60.0875 263.902 52.6293 45.0487 8.1194 0.85218
107.995 163.909 64.6812 50.6691 -87.7764 0.847947
19.9826 101.02 41.293 35.4483 68.1115 0.930949
240.95 126.966 89.2058 75.4154 -69.0906 0.848734
264.072 243.019 43.5274 33.3868 -17.4536 0.90439
32.978 204.577 70.8554 62.8787 58.9047 0.787507
246.483 202.957 54.7769 39.9124 79.0207 0.79579
39.6847 63.0555 51.1006 28.8001 -31.6423 0.817853
