# center_row center_col major_diameter minor_diameter angle_deg score
255.015 114.95 82.6596 56.7234 -14.0926 0.913231
111.348 133.784 86.9596 61.2898 14.1824 0.871682
156.015 44.9874 59.1949 57.4021 20.9584 0.891099
269.999 267.021 67.2131 51.4658 57.8633 0.831121
169.989 179.971 56.6847 38.6505 -53.2678 0.858486
52.9835 75.8589 62.9313 57.5464 83.1617 0.787212
232.084 56.6796 94.8748 57.1992 60.7524 0.81382
217.328 205.84 87.3653 42.9485 -50.6302 0.78398
48.0737 103.227 77.1755 33.1818 -34.7609 0.792254
248.082 236.171 38.9212 35.04 0.0180983 0.794638
