24
391.3680	375.0303	67.6681	50.9545	-12.1091
391.3680	375.0303	98.4120	84.0721	-13.2568
391.3680	375.0303	46.5082	43.0763	64.7093
391.3680	375.0303	98.2524	44.2843	-62.7503
286.8049	319.9661	44.6573	40.1967	-53.5364
286.8049	319.9661	91.5011	59.0576	-20.1913
286.8049	319.9661	78.4353	43.3653	31.6933
286.8049	319.9661	84.1576	42.0943	-64.4623
465.4321	156.7534	60.8897	42.8842	2.8749
465.4321	156.7534	90.2791	48.7361	19.4951
465.4321	156.7534	88.6033	77.5389	-41.8423
465.4321	156.7534	94.8667	40.1892	-55.9503
226.0986	134.3001	94.1261	56.6690	-61.4030
226.0986	134.3001	59.0000	40.7541	87.1558
226.0986	134.3001	98.3697	68.5732	0.2675
226.0986	134.3001	79.9125	50.8728	50.5514
144.5962	291.1743	77.6594	40.5735	-13.4096
144.5962	291.1743	97.8210	62.0232	40.2493
144.5962	291.1743	99.3001	47.1909	-72.0879
144.5962	291.1743	62.2851	42.9875	42.7132
189.0108	404.3410	58.1993	55.7160	-60.5272
189.0108	404.3410	99.9347	45.6134	-1.8802
189.0108	404.3410	82.2177	79.0672	54.3719
189.0108	404.3410	42.6343	41.1114	77.8783
