12
156.6055	338.6096	93.0505	74.4286	56.1310
156.6055	338.6096	51.4951	42.5752	22.2606
156.6055	338.6096	96.8190	49.0790	-52.2193
156.6055	338.6096	98.9214	41.9550	14.2579
174.9965	210.0867	99.0618	48.0875	-85.7442
174.9965	210.0867	63.0121	50.2947	40.9695
174.9965	210.0867	89.0690	52.9038	-23.0653
174.9965	210.0867	95.0522	92.1072	-38.2373
410.9921	361.5072	76.4505	59.0444	-47.1095
410.9921	361.5072	99.3565	45.7864	11.4750
410.9921	361.5072	57.2029	45.6642	-43.4868
410.9921	361.5072	97.4006	79.0473	-44.3625
