12
473.4601	427.5052	92.0516	76.2733	83.1841
473.4601	427.5052	63.7787	63.6349	86.6635
473.4601	427.5052	48.3958	46.6915	85.8797
163.7363	407.7109	60.4696	48.1794	86.3525
163.7363	407.7109	93.6114	81.1827	-38.5321
163.7363	407.7109	89.2572	50.8661	-22.5306
279.8805	215.7585	83.7215	73.5026	43.4078
279.8805	215.7585	89.8564	45.1190	-40.7544
279.8805	215.7585	58.0436	42.7650	-87.5436
313.2031	437.7290	66.0646	44.0815	53.9984
313.2031	437.7290	95.9618	66.1253	-22.7820
313.2031	437.7290	78.4181	45.5970	-46.9403
