12
201.5953	248.7841	83.3255	44.6645	-66.3755
201.5953	248.7841	90.9082	42.2660	66.5704
339.0409	466.1534	80.2228	71.6374	15.5057
339.0409	466.1534	52.3494	47.3016	29.4695
441.7445	440.6412	75.8838	46.1294	13.5802
441.7445	440.6412	73.0237	52.5662	-75.0338
221.9247	475.7297	90.1071	63.4426	84.8926
221.9247	475.7297	60.3362	54.4335	-53.8058
433.0044	316.3388	54.7433	48.8996	-55.6672
433.0044	316.3388	85.2634	60.7538	-87.2807
344.1069	280.9451	76.2584	54.3151	-58.3341
344.1069	280.9451	43.6499	42.5928	-81.4188
