18
477.2533	390.6707	91.2262	49.6247	-46.5906
477.2533	390.6707	96.6001	69.9296	1.7678
477.2533	390.6707	55.9571	50.0693	33.8471
146.9521	193.0659	87.6920	69.2969	-86.0911
146.9521	193.0659	96.3817	41.9840	24.3542
146.9521	193.0659	79.4573	45.5160	83.6170
469.7181	167.5216	75.4562	64.7971	-28.4494
469.7181	167.5216	64.1402	43.3893	88.7234
469.7181	167.5216	98.7538	88.7275	25.4168
319.5799	207.9825	87.8840	48.8653	45.7615
319.5799	207.9825	56.6206	42.8144	49.8706
319.5799	207.9825	89.4671	44.2654	-66.5807
188.4677	314.1708	85.7360	79.4614	36.1033
188.4677	314.1708	49.0000	43.5912	89.2265
188.4677	314.1708	79.2681	41.4197	-30.0016
141.4642	449.8083	92.0500	43.4680	-74.4189
141.4642	449.8083	94.4532	71.1181	-36.8566
141.4642	449.8083	57.3486	42.8341	70.3549
