16
389.1251	433.8290	78.5080	61.9133	31.5061
389.1251	433.8290	63.1349	42.8101	48.0610
389.1251	433.8290	99.8762	98.3709	-51.4938
389.1251	433.8290	97.8905	51.5493	-81.7495
155.0426	347.7686	91.4116	45.2368	45.2787
155.0426	347.7686	94.8852	92.2346	41.2018
155.0426	347.7686	75.6982	47.6427	-24.5719
155.0426	347.7686	46.8744	45.2803	24.1946
311.1284	225.7410	56.4839	43.4180	47.0249
311.1284	225.7410	91.2584	80.0236	-52.6187
311.1284	225.7410	91.2880	44.4308	-21.0626
311.1284	225.7410	83.2420	40.9019	-52.2881
431.0099	199.9108	80.6667	61.3214	-0.3563
431.0099	199.9108	76.9110	42.4595	79.9180
431.0099	199.9108	97.1282	85.9725	86.3193
431.0099	199.9108	56.2999	42.4859	-7.0426
