# center_row center_col major_diameter minor_diameter angle_deg score
139.94 148.022 72.7538 38.5847 11.4588 0.826994
245.911 161.029 62.8109 56.9723 73.7239 0.84199
103.1 263.998 51.3609 45.6769 53.5361 0.820173
265.871 217.119 46.9876 34.9211 -70.8217 0.818166
234.967 31.9653 41.283 33.3547 -5.22573 0.89706
135.709 259.865 57.304 40.8163 45.5748 0.814632
141.907 40.1826 51.214 46.9588 -27.3142 0.782767
114.153 213.17 42.911 33.0125 60.66 0.821378
37.1027 203.019 37.5509 35.5407 19.0194 0.794334
233.071 234.962 63.3253 47.3189 88.3066 0.878258
145.325 218.079 34.1789 32.3514 -5.48376 0.803753
218.237 169.835 69.433 45.7828 -63.3029 0.786041
73.259 162.242 44.0455 28.127 -21.7226 0.789953
