# center_row center_col major_diameter minor_diameter angle_deg score
172.511 65.8787 66.8661 51.9398 -26.4718 0.802081
74.9196 185.988 70.6774 58.8772 -69.8091 0.881451
241.903 139.977 64.6193 34.6983 2.49804 0.846129
51.9503 127.85 44.8496 44.4988 85.4127 0.851079
248.11 222.833 62.2361 60.5691 -40.2914 0.806435
44.2432 88.691 66.3454 36.6541 87.5643 0.781292
152.946 204.006 45.5812 37.2912 69.0254 0.824765
30.1108 248.194 59.0644 48.6464 84.4604 0.800552
193.937 141.87 54.3462 34.8065 85.8931 0.793798
196.132 183.05 56.6645 36.4501 -40.4694 0.817313
119.503 124.294 76.0955 52.362 -21.5022 0.813851
252.776 61.1034 75.6227 41.3613 -8.33389 0.807119
