# center_row center_col major_diameter minor_diameter angle_deg score
77.0278 37.0608 62.6067 46.791 80.7956 0.845188
48.1883 101.025 69.1417 58.6178 -1.24148 0.836391
58.8879 225.241 71.3509 58.8025 -57.8629 0.799185
29.1918 156.014 57.7327 47.2016 3.36201 0.801767
160.806 127.489 62.3565 51.4739 -56.7854 0.8141
151.521 72.2049 48.8365 29.7706 74.2949 0.950669
198.345 55.6312 83.4252 61.8155 35.9901 0.820382
60.8631 157.602 61.0634 29.0635 -79.9007 0.793902
118.835 262.027 36.8565 33.1169 28.8579 0.834268
101.789 61.2126 65.8593 35.4145 74.82 0.792683
