# center_row center_col major_diameter minor_diameter angle_deg score
196.094 192.033 72.2479 49.0331 68.0755 0.846829
255.984 89.9744 68.7726 54.8163 -14.7724 0.917587
204.047 127.996 64.7982 38.6014 -1.57172 0.923219
125.907 44.156 49.0343 36.7683 -48.7283 0.822205
41.0227 26.0126 37.1072 33.5616 80.4762 0.89311
31.9606 98.1326 36.2307 33.3599 72.4585 0.815177
270.859 209.846 38.7695 35.3293 -61.9799 0.795702
249.888 185.957 62.8974 51.8183 41.2787 0.818328
87.9442 194.706 47.0938 32.9267 66.0565 0.786189
229.895 45.9957 62.8544 44.5257 -1.48886 0.788068
175.547 92.1528 37.53 35.257 40.977 0.797145
175.914 39.9495 65.0809 43.5725 47.8883 0.864344
59.1031 166.013 30.9014 28.7976 27.4504 0.848454
36.6053 66.7213 49.4528 42.4347 43.9517 0.806574
