# center_row center_col major_diameter minor_diameter angle_deg score
186.898 54.448 85.27 47.6067 29.1948 0.92986
215.15 162.598 96.6595 56.0056 84.8936 0.880311
231.716 217.597 90.4774 51.6551 73.8878 0.952603
188.618 213.324 100.534 48.3637 28.8248 0.937041
37.4384 136.177 79.8783 42.3733 -51.8061 0.946507
82.4556 252.167 85.6067 41.571 -58.3334 0.94086
75.7359 35.7936 58.163 31.7231 -24.3588 0.902328
120.093 97.4488 72.2318 48.0814 -21.4936 0.910629
74.3301 154.274 91.3193 34.9284 -59.6469 0.80202
238.843 38.7638 98.1337 34.0731 -3.13481 0.848895
249.047 60.6707 80.1176 32.6153 33.5812 0.8466
116.473 147.17 78.1876 44.3151 -26.4385 0.904789
54.4611 233.259 52.0765 46.3541 70.0275 0.900448
131.349 22.4018 70.7801 34.2757 -14.6903 0.806142
71.9565 90.5969 69.7845 63.4761 30.2358 0.889618
86.5257 213.101 87.9266 43.6498 -59.762 0.898308
