# center_row center_col major_diameter minor_diameter angle_deg score
191.411 154.393 82.9385 49.8832 0.471239 0.897394
70.3307 96.1691 92.2645 62.2351 -64.8029 0.924728
141.5 116.316 84.8386 35.9133 -89.831 0.906428
47.5162 49.1374 88.1293 42.5023 55.8533 0.92071
131.115 177.537 77.5099 49.6532 85.027 0.894546
244.392 32.4755 52.5159 51.276 28.7289 0.871285
86.857 160.753 43.3178 35.1813 3.30333 0.921678
76.7077 238.039 68.9819 37.6228 -57.1555 0.919631
193.455 48.3479 80.2626 42.1421 -13.711 0.921955
241.508 75.0869 39.6731 31.7692 75.3087 0.929529
91.5298 69.691 68.1334 61.6698 -74.4288 0.923383
46.606 269.235 53.7557 37.6717 25.9455 0.906002
185.451 78.9768 94.7001 35.8604 -75.0133 0.92635
46.6013 234.296 72.4912 34.1513 10.3566 0.929647
186.58 228.699 45.1321 43.6409 0.360812 0.928655
