# center_row center_col major_diameter minor_diameter angle_deg score
109.616 178.385 76.4333 49.8498 38.3673 0.866945
140.988 63.0605 78.3611 34.7962 -54.0214 0.781356
182.164 257.987 62.8765 34.8866 7.95538 0.835293
123.809 257.95 66.6412 41.1178 76.9367 0.848116
263.786 66.361 79.3132 47.6154 -83.1805 0.827916
44.2919 67.9892 88.4882 39.9949 34.8525 0.796085
179.859 163.847 58.6248 52.1506 -50.7531 0.840154
229.955 252.009 48.8446 42.7975 42.0436 0.896476
88.1112 258.077 76.5122 42.8119 -88.6462 0.901643
129.902 99.0607 48.3089 28.3943 1.80546 0.793456
235.936 120.858 46.5634 42.8069 -73.8403 0.792777
189.29 112.305 43.8915 31.1245 15.9834 0.783211
