# center_row center_col major_diameter minor_diameter angle_deg score
45.166 60.147 81.409 64.3113 83.5768 0.888498
143.994 50.002 62.8135 56.7628 15.6271 0.935529
206.642 44.2743 64.2896 60.0016 73.0233 0.870193
143.89 135.075 60.7045 58.9674 79.3692 0.81495
260.906 254.931 73.4455 49.6436 61.1851 0.810771
42.0991 265.891 54.9008 38.5185 -41.8573 0.83228
112.967 161.272 65.9809 64.6504 87.5427 0.799618
250.969 87.0501 72.9519 36.6883 -52.0224 0.79791
111.039 227.024 52.7326 44.8036 72.2002 0.893324
54.9688 188.052 48.8631 34.862 -74.6494 0.800857
255.062 203.907 50.8818 33.4085 -29.364 0.806578
269.868 118.854 36.9976 30.7704 59.9734 0.80011
196.449 178.297 74.1552 46.4843 -23.9168 0.872972
206.127 98.0434 53.0196 38.6692 26.0348 0.786455
93.809 104.219 44.4357 31.3513 85.1132 0.808787
