# center_row center_col major_diameter minor_diameter angle_deg score
122.912 64.9308 47.0188 44.7139 31.7442 0.826731
162.009 93.9689 50.7468 32.6885 -54.1238 0.838801
157.793 221.147 73.0928 65.2025 15.7096 0.799643
221.856 94.4542 70.5012 58.7378 -59.8458 0.83123
123.886 165.961 56.6806 28.6578 1.76608 0.804297
35.3597 30.4527 60.2352 35.1448 -34.1043 0.823099
247.035 23.0485 38.5814 30.9942 -59.2426 0.806422
56.9671 135.018 50.5547 34.8112 -23.8216 0.834691
163.978 136.046 44.8073 40.8467 -21.2482 0.780057
113.93 131.866 70.3023 54.6641 -80.2392 0.789789
217.306 215.015 62.3059 29.1626 47.252 0.780829
76.5932 253.951 37.9058 35.1094 45.7418 0.788792
29.7983 105.241 48.7207 42.5503 -81.6282 0.782606
94.9593 42.9397 57.4068 40.9526 -26.2915 0.845045
