# center_row center_col major_diameter minor_diameter angle_deg score
242.084 79.8199 62.4915 48.7928 -71.2424 0.879288
105.194 202.839 78.1633 42.8284 66.7238 0.876091
114.146 130.945 75.5654 55.5547 -28.8222 0.782189
24.0274 82.9958 52.4166 30.8637 -85.9446 0.948222
237.001 147.057 58.8796 54.7719 51.2022 0.81038
269.016 235.956 57.3879 41.509 -79.0573 0.839772
199.821 218.937 65.1083 64.7294 15.4245 0.780781
33.0096 28.9827 55.3078 37.4272 55.2976 0.790587
80.0088 34.0822 56.8588 54.7924 -47.6523 0.783731
174.108 183.033 68.8403 51.0327 -49.0454 0.828825
231.188 172.442 69.6784 32.7084 33.5455 0.791286
