# center_row center_col major_diameter minor_diameter angle_deg score
215.47 172.203 95.4914 63.7515 -69.2034 0.964156
44.3595 155.33 99.8304 50.5229 -46.4163 0.911331
75.4698 53.327 89.8405 75.6955 13.9452 0.962194
156.605 130.447 97.756 76.4369 36.0085 0.936802
265.522 64.1096 76.3609 44.5136 52.7844 0.934227
222.481 112.093 81.882 61.992 65.0372 0.941604
246.58 274.387 76.6275 46.2256 10.3429 0.928342
38.5684 116.193 73.2356 31.6816 63.9589 0.883774
96.3742 269.257 75.6814 41.5784 -33.2624 0.933926
77.4941 240.282 74.0928 58.2272 88.2432 0.934444
162.516 85.1617 92.3696 38.3488 83.9145 0.929995
45.4559 39.2284 78.2831 48.4838 77.0488 0.949202
93.447 151.248 79.9456 41.83 43.3036 0.918528
201.521 267.203 62.1105 46.4532 -81.1999 0.938317
101.482 225.222 38.1449 34.0034 -9.17889 0.888426
