# center_row center_col major_diameter minor_diameter angle_deg score
194.904 55.0049 97.3885 71.5854 82.1674 0.807605
153.918 177.81 72.5527 72.0958 -22.6303 0.823561
154.093 230.937 83.6749 55.3566 -21.6793 0.815314
32.601 249.324 62.2762 44.8776 53.5958 0.92389
266.984 143.009 50.9045 32.6294 -34.5786 0.848761
92.029 125.778 50.6951 37.2675 40.707 0.844706
204.983 209.941 62.5944 30.7331 75.2446 0.847409
96.9011 86.4359 60.0058 49.1269 -83.7558 0.800007
153.33 28.1545 46.3362 29.5604 -60.3087 0.847408
208.206 132.052 61.0923 51.4785 19.2424 0.857922
63.1434 168.157 58.9258 37.1331 9.50989 0.787175
